Question,Question Type (multiple-choice or multi-select),Answer Option 1,Answer Option 2,Answer Option 3,Answer Option 4,Answer Option 5,Answer Option 6,Answer Option 7,Answer Option 8,Answer Option 9,Answer Option 10,Answer Option 11,Answer Option 12,Answer Option 13,Answer Option 14,Answer Option 15,Correct Response,Explanation,Knowledge Area
"A CMDB administrator notices that the Insights view shows a red (Low) adoption level for the Data Ingestion category. What does this indicate, and what should they investigate?",multiple-choice,Fewer than 33% of data governance features are in use; they should enable more CMDB Data Manager policies,Less than 80% of CIs are processed by IRE; they should investigate CIs not going through identification and reconciliation,No Service Graph Connectors are installed; they should install at least one connector from the ServiceNow Store,The IntegrationHub ETL app is not installed; they should install it to improve data ingestion,,,,,,,,,,,,2,"A red (Low) adoption level for Data Ingestion means less than 80% of CIs are processed by IRE. CIs not processed by IRE introduce data integrity risks, so the administrator should investigate which CIs are bypassing IRE and ensure they are ingested through proper channels.",Insight
What are the four tabs available on the CMDB Data Foundations dashboard?,multiple-choice,"Data Ingestion, Data Governance, Search & Analytics, and Performance","Best Practices, Customizations, Data Management Practices, and ITSM Processes","Compliance, Health Score, Remediation, and Reporting","Feature Adoption, Performance Insights, Application Services, and Cloud Resources",,,,,,,,,,,,2,"The CMDB Data Foundations dashboard provides four tabs: Best Practices (checks CSDM-related standards adherence), Customizations (checks proper use of customizations), Data Management Practices (checks data import integrity), and ITSM Processes (checks ITSM leverage of CMDB data).",Insight
Why might a feature adoption card in the CMDB Workspace Insights view not immediately reflect the latest status after a feature is installed and configured?,multiple-choice,The card only updates when the CMDB administrator manually triggers a refresh,"Card data is collected by scheduled jobs that run every 24 hours, so up to a day may pass before the card reflects the latest status",Performance Analytics indicators must be manually recalculated before data appears on cards,The Insights view requires a browser cache clear before new data is displayed,,,,,,,,,,,,2,"Most card scheduled jobs run every 24 hours, so card data is based on recent but not necessarily current data. After getting started with a feature, the card won't reflect the latest status until the card's scheduled job runs (up to 24 hours later). The 'Last updated' timestamp on cards reflects the data collection time.",Insight
A ServiceNow administrator wants to review the CMDB Data Foundations dashboard but receives an access error. Which roles could grant the administrator access to this dashboard? (Select TWO),multiple-choice,sn_cmdb_user,itil_admin,asset,sn_cmdb_editor,,,,,,,,,,,,"2,3","Access to the CMDB Data Foundations dashboard requires the admin, itil_admin, or asset role. The itil_admin and asset roles are both valid options that would grant access. Some drill-down metrics to PA data may require additional roles.",Insight
"Starting with the Xanadu release, which feature in the CMDB Workspace replaces the legacy Multisource Report Builder for creating multisource queries?",multiple-choice,CMDB Query Builder,CMDB 360 query builder,CMDB Health Dashboard,CMDB Unified Map,,,,,,,,,,,,2,"Starting with the Xanadu release, the Multisource CMDB feature is part of the CMDB 360 feature accessible in the CMDB Workspace. The CMDB 360 query builder is used to create, view, modify, schedule, and run CMDB 360 queries.",Insight
Which THREE query types can be created using the CMDB 360 query builder in the CMDB Workspace? (Select THREE),multiple-choice,Get Records,Find Gap,Compare Attribute Values,Reconciliation Audit,,,,,,,,,,,,"1,2,3","The CMDB 360 query builder supports three query types: Get Records (queries discovery sources for CIs matching criteria), Find Gap (queries for gaps in discovery sources), and Compare Attribute Values (queries for CIs with attribute values that differ across multiple discovery sources or against the CMDB).",Insight
What are the three result types available when creating a query in the legacy Multisource Report Builder?,multiple-choice,"CI records, Multisource data records, Discovery sources","CI records, Relationship records, Attribute records","Discovery sources, Reconciliation results, Health scores","CI records, Application services, Technical services",,,,,,,,,,,,1,"The three result types for a Multisource query are: CI records (unique CIs from the Multisource CMDB data store), Multisource data records (all entries of CI/discovery source combinations), and Discovery sources (results grouped by discovery sources matching the query criteria).",Insight
"An administrator has just created and saved a new Multisource query in the legacy Multisource Report Builder. They want to create a Multisource report based on this query, but the Create Report button is grayed out. What must the administrator do first?",multiple-choice,"Run the query, then create and run a schedule for the query",Assign the cmdb_ms_admin role to their user account,Export the query results to a CSV file first,Add at least one discovery source to the query conditions,,,,,,,,,,,,1,"After creating a query, both the Create Schedule and Create Report buttons are grayed out. Only after saving the query can you create and run a schedule for the query, and only then can you create a report based on the query. The schedule must run at least once before creating a report.",Insight
"Which role is required to create, save, and modify queries in the CMDB Query Builder?",multiple-choice,cmdb_query_builder_read,cmdb_query_builder,cmdb_ms_editor,cmdb_admin,,,,,,,,,,,,2,"The cmdb_query_builder role is required to create and save queries, modify saved queries, and run queries in the CMDB Query Builder. This role is contained within the itil, itil_admin, and asset roles.",Insight
"In the CMDB Query Builder, what does a dashed line between two nodes on the canvas represent?",multiple-choice,A direct relationship between two CI classes,An invalid connection with missing relationship type information,A pattern connection between an application service node and another node,A reference connection to a non-CMDB table,,,,,,,,,,,,3,"In the CMDB Query Builder, a dashed line represents a pattern connection between an application service node and another node. This is used when the 'Convert attached nodes to pattern' option is selected on the Application Service node.",Insight
"When building a query in the CMDB Query Builder, which TWO statements are true about non-CMDB tables? (Select TWO)",multiple-choice,A non-CMDB table cannot be the starting node in the query,Non-CMDB tables are dragged from the CMDB Classes tab,A CI reference column must be configured for the connection to a non-CMDB table,Non-CMDB tables can only be added to combination queries,,,,,,,,,,,,"1,3","Non-CMDB tables have two key constraints: they cannot be the starting node in the query, and a CI reference column must be configured in the Connection Properties to establish the connection between the non-CMDB table and a CI class.",Insight
A CMDB administrator needs to use the CMDB Query Builder to find all Tomcat WAR CIs that are NOT connected to any Windows Server. Which option should they select in the Relationship Types and Related Items section of the Connection Properties?,multiple-choice,Add Relationship Types and filter for 'not equal to Windows Server',No Relationships,Add a Related Item and select Windows Server as excluded,Add Relationship Types and set the direction to 'Upstream only',,,,,,,,,,,,2,The 'No Relationships' option in the Relationship Types and Related Items section is used to query for CIs with no connecting relationships. The documentation specifically gives the example of querying 'All Tomcat WAR CIs which are not connected to a Windows Server' using this option.,Insight
What role is required to access the CMDB 360 view in CMDB Workspace?,multiple-choice,cmdb_query_builder,sn_cmdb_user,itil,cmdb_admin,,,,,,,,,,,,2,"The sn_cmdb_user (CMDB user) role, or any role that contains sn_cmdb_user, is required to access the CMDB 360 view in CMDB Workspace. Additionally, CMDB 360 must be enabled and configured.",Insight
Which role is required to create and save queries in the CMDB Query Builder?,multiple-choice,cmdb_query_builder_read,sn_cmdb_user,cmdb_query_builder,cmdb_editor,,,,,,,,,,,,3,"The cmdb_query_builder role is required to create and save queries, modify saved queries, and run queries in the CMDB Query Builder. This role is contained within the itil, itil_admin, and asset roles.",Insight
How many saved queries can the CMDB 360 Saved queries card display?,multiple-choice,10,15,20,50,,,,,,,,,,,,3,The Saved queries card in the CMDB 360 view displays up to 20 queries. Saved queries are sorted on both the card and list view by the most recently created or updated queries.,Insight
"On the CMDB 360 Multisource Data Preview page, what does a discovery source value highlighted in green indicate?",multiple-choice,The value was reported by the most recent discovery scan,The value was used for the current CMDB attribute value,The value has been flagged for reconciliation review,The value comes from the designated primary discovery source,,,,,,,,,,,,2,"On the Multisource Data Preview page, a discovery source value highlighted in green indicates that the value was used for the current CMDB value. These green-highlighted values are identical to the current CMDB value of the attribute.",Insight
What does a Service Mapping query type return when run in the CMDB Query Builder?,multiple-choice,All CIs matching the specified attribute filters regardless of service membership,All Service Mapping services that contain the specified pattern of classes and relationships,All discovery sources that have mapped services in the environment,All CI relationships across the entire CMDB filtered by class type,,,,,,,,,,,,2,"A Service Mapping query type is built as a pattern consisting of classes and relationships between those classes. When the query runs, it returns all Service Mapping services that contain that specified pattern.",Insight
"When viewing the Multisource Data Preview page from a CMDB 360 Data mismatch record, which THREE filtering options are available for viewing attributes? (Select all that apply)",multiple-choice,All attributes,Attributes with CMDB values,Attributes with reconciliation conflicts,Attributes with multisource data,,,,,,,,,,,,"1,2,4","The Multisource Data Preview page offers three filtering options: 'All attributes' (shows all attributes of the selected class), 'Attributes with CMDB values' (shows only attributes with a value in the CMDB), and 'Attributes with multisource data' (shows attributes with the current CMDB value and values from other discovery sources).",Insight
"A CMDB administrator configures the 'Number of days since CIs were last discovered by a discovery source' setting to 5 days. A Windows server CI is reported by ServiceNow (today), SCCM (3 days ago), and ServiceWatch (6 days ago). How will this CI appear on the CMDB 360 dashboard?",multiple-choice,It will not appear on any Potential issues card because the majority of discovery sources are reporting within the threshold,It will appear on the Data mismatch card due to timing differences between discovery sources,It will appear on the CIs not reported by discovery sources card because ServiceWatch has not reported within 5 days,It will appear on the Coverage: CIs with a single discovery source card since only one source is current,,,,,,,,,,,,3,"The CI will appear on the 'CIs not reported by discovery sources' card because ServiceWatch last reported 6 days ago, which exceeds the configured 5-day threshold. This card lists CIs discovered by multiple discovery sources where one or more sources have stopped reporting within the specified number of days.",Insight
A ServiceNow administrator wants to use the CMDB Query Builder to find all Tomcat WAR CIs that are connected to either a Linux Server or a Windows Server. Which TWO actions must the administrator perform when building this Service Mapping query? (Select TWO),multiple-choice,Toggle the And/Or operator on the connection lines to Or,Select Find Unrelated CIs in the Service Query Properties for both connections,Connect the Tomcat WAR node to both the Linux Server and Windows Server nodes,Apply a filter on the Tomcat WAR node to restrict results to Linux and Windows platforms,,,,,,,,,,,,"1,3","To build a query for Tomcat WAR CIs connected to either Linux Server or Windows Server, the administrator must: (1) connect the Tomcat WAR node to both the Linux Server and Windows Server nodes on the canvas, and (2) toggle the And/Or operator that appears on the connection line to Or. The documentation provides this exact example: 'C1 is Tomcat WAR, C2 is Linux Server, and C3 is Windows Server. Query for all Tomcat WAR CIs which are connected either to Linux Server Or to a Windows Server.'",Insight
What are the three KPI tiles displayed on the CMDB Health Dashboard?,multiple-choice,"Accuracy, Completeness, Compliance","Completeness, Correctness, Compliance","Availability, Completeness, Correctness","Compliance, Coverage, Correctness",,,,,,,,,,,,2,"The CMDB Health Dashboard displays three KPI tiles — Completeness, Correctness, and Compliance — each shown as donut charts representing compliant (green) and non-compliant (red) CIs.",Insight
Which system property is used to enable CMDB 360?,multiple-choice,glide.identification_engine.multisource_cmdb_ci_enabled,sn_cmdb_ws.ms.calculate_cmdb_only,glide.identification_engine.multisource_enabled,glide.cmdb.logger.source.cmdb_multisource,,,,,,,,,,,,3,The glide.identification_engine.multisource_enabled property enables CMDB 360 and is set to false by default. It is configured on the CMDB 360 Properties page.,Insight
Which of the following roles grants access to the CMDB Health Dashboard?,multiple-choice,cmdb_admin,cmdb_ms_read,asset,sn_cmdb_admin,,,,,,,,,,,,3,"Using the CMDB Health Dashboard requires the asset, itil, or cmdb_user role. The asset role is one of the three roles that grants access.",Insight
How is the overall health score on the CMDB Health Dashboard calculated by default?,multiple-choice,As a weighted average based on administrator-configured KPI weights,As the lowest score among the three KPIs,"As a simple average of the Completeness, Correctness, and Compliance KPI scores",As the sum of all compliant CIs divided by the total CI count,,,,,,,,,,,,3,"By default, the overall score is calculated as a simple average of the three KPI scores (Completeness, Correctness, and Compliance). Weighted calculation is only used when legacy calculation methods are enabled.",Insight
What must be activated for the Service view in the CMDB Health Dashboard to display meaningful data?,multiple-choice,CMDB 360 (com.snc.cmdb) plugin,Event Management and Service Mapping Core plugin,Discovery and Service Mapping Patterns plugin,CMDB CI Class Manager plugin,,,,,,,,,,,,2,"The Event Management and Service Mapping Core plugin must be activated to enable meaningful data in the CMDB Health Dashboard's Service view. Without it, the service view will not display useful health data.",Insight
Which of the following statements about CMDB 360 roles are correct? (Select TWO),multiple-choice,The cmdb_ms_read role allows users to create and run CMDB 360 queries,The cmdb_ms_editor role contains the cmdb_ms_read role,The cmdb_ms_admin role can modify CMDB 360 properties,The cmdb_ms_editor role can perform Recompute operations,,,,,,,,,,,,"2,3",The cmdb_ms_editor role contains the cmdb_ms_read role and provides full read/write access plus query creation. The cmdb_ms_admin role can create and run queries and modify CMDB 360 properties.,Insight
A CMDB administrator notices that CMDB 360 Coverage charts in CMDB Workspace have stopped populating data for a specific CI class. What is the most likely cause?,multiple-choice,The CMDB 360 property glide.identification_engine.multisource_enabled has been set to false,The class has been added to the CMDB 360 denied classes [cmdb_multisource_deny_class] table,The number of multisource records for the class exceeded the threshold in the sn_cmdb_ws.ms.report_class_ci_count_max_threshold property,The cmdb_ms_admin role has been revoked from the administrator's account,,,,,,,,,,,,3,"When the number of multisource records for a class exceeds the threshold set in sn_cmdb_ws.ms.report_class_ci_count_max_threshold (default 10 million), a record is created in the CMDB 360 Analytics Skipped Class table causing that class to be skipped in future Coverage chart computations.",Insight
An administrator needs to capture CMDB 360 data for non-CMDB classes such as Serial Number [cmdb_serial_number]. Which properties must be set to true to accomplish this? (Select TWO),multiple-choice,glide.identification_engine.multisource_enabled,glide.identification_engine.multisource_cmdb_ci_enabled,glide.identification_engine.multisource_non_cmdb_ci_enabled,sn_cmdb_ws.ms.calculate_cmdb_only,,,,,,,,,,,,"1,3","Two properties must be set to true: glide.identification_engine.multisource_enabled to enable CMDB 360 overall (default: false), and glide.identification_engine.multisource_non_cmdb_ci_enabled to capture data from non-CMDB classes (default: false).",Insight
